shapeID,shapeName,shapeGroup,shapeType,under18_sum,valid_cell_count,adm2_join_name,has_ipc_2022_data,province,ipc_area,analysis_date,current_from,current_to,population_analyzed_current,phase3plus_number_current,phase3plus_fraction_current,phase3plus_percent_current,under18_phase3plus_exposure_proxy_2022
85939544B17838134976629,Nangade,MOZ,ADM2,49110.484375,24822,nangade,False,Cabo Delgado,Nangade,Nov 2022,2022-10-01,2023-03-31,0.0,,,,
85939544B1529593178446,Ngauma,MOZ,ADM2,59205.81640625,92850,ngauma,True,Niassa,Ngauma,Nov 2022,2022-10-01,2023-03-31,120973.0,12097.0,0.1,10.0,5920.581640625001
85939544B48412147332355,Nhamatanda,MOZ,ADM2,163723.796875,180164,nhamatanda,True,Sofala,Nhamatanda,Nov 2022,2022-10-01,2023-03-31,335540.0,16777.0,0.05,5.0,8186.18984375
85939544B24973508625893,Nicoadala,MOZ,ADM2,83538.75,80750,nicoadala,True,Zambezia,Nicoadala,Nov 2022,2022-10-01,2023-03-31,212683.0,53170.0,0.25,25.0,20884.6875
85939544B55402666252817,Nipepe,MOZ,ADM2,28360.625,29397,nipepe,True,Niassa,Nipepe,Nov 2022,2022-10-01,2023-03-31,56920.0,0.0,0.0,0.0,0.0
85939544B28801965730987,Palma,MOZ,ADM2,34475.47265625,18539,palma,False,Cabo Delgado,Palma,Nov 2022,2022-10-01,2023-03-31,0.0,,,,
85939544B74614871029564,Panda,MOZ,ADM2,24259.01953125,90495,panda,True,Inhambane,Panda,Nov 2022,2022-10-01,2023-03-31,45929.0,11481.0,0.25,25.0,6064.7548828125
85939544B33364168787730,Pebane,MOZ,ADM2,125182.421875,149482,pebane,True,Zambezia,Pebane,Nov 2022,2022-10-01,2023-03-31,246575.0,12328.0,0.05,5.0,6259.12109375
85939544B35031207172791,Quissanga,MOZ,ADM2,28075.44140625,7967,quissanga,False,Cabo Delgado,Quissanga,Nov 2022,2022-10-01,2023-03-31,0.0,,,,
85939544B86182788788384,Rapale,MOZ,ADM2,99318.9375,199976,rapale,True,Nampula,Rapale,Nov 2022,2022-10-01,2023-03-31,194955.0,48738.0,0.25,25.0,24829.734375
85939544B68369930448432,Ribaue,MOZ,ADM2,160141.1875,226610,ribaue,True,Nampula,Ribaue,Nov 2022,2022-10-01,2023-03-31,311522.0,15576.0,0.05,5.0,8007.059375000001
85939544B99370318353636,Sanga,MOZ,ADM2,46787.50390625,89184,sanga,True,Niassa,Sanga,Nov 2022,2022-10-01,2023-03-31,96380.0,0.0,0.0,0.0,0.0
85939544B81104327117882,Sussundenga,MOZ,ADM2,102630.2578125,230095,sussundenga,True,Manica,Sussundenga,Nov 2022,2022-10-01,2023-03-31,205189.0,10259.0,0.05,5.0,5131.512890625
85939544B86118750013731,Tambara,MOZ,ADM2,34772.35546875,27330,tambara,True,Manica,Tambara,Nov 2022,2022-10-01,2023-03-31,62978.0,6297.0,0.1,10.0,3477.235546875
85939544B8789366603018,Tsangano,MOZ,ADM2,124583.578125,139526,tsangano,True,Tete,Tsangano,Nov 2022,2022-10-01,2023-03-31,248008.0,12400.0,0.05,5.0,6229.17890625
85939544B72355494669336,Vanduzi,MOZ,ADM2,94267.375,131296,vanduzi,True,Manica,Vanduzi,Nov 2022,2022-10-01,2023-03-31,136047.0,6802.0,0.05,5.0,4713.368750000001
85939544B70195584825603,Vilankulo,MOZ,ADM2,79806.4453125,164253,vilankulo,True,Inhambane,Vilankulo,Nov 2022,2022-10-01,2023-03-31,167081.0,8354.0,0.05,5.0,3990.322265625
85939544B42929876675904,Zavala,MOZ,ADM2,84663.828125,151998,zavala,True,Inhambane,Zavala,Nov 2022,2022-10-01,2023-03-31,161832.0,0.0,0.0,0.0,0.0
85939544B34189520387166,Zumbu,MOZ,ADM2,53062.8359375,36025,zumbu,True,Tete,Zumbo,Nov 2022,2022-10-01,2023-03-31,96110.0,4805.0,0.05,5.0,2653.141796875
